Year,Lake,DOYtrunc,BGA_YSI,BGA_HYLB,BGA_logged_YSI,BGA_logged_HYLB,DO_YSI,DO_HYLB,DOsat_calc_YSI,DOsat_calc_HYLB,PH_YSI,PH_HYLB,Temp_YSI,Temp_HYLB,Manual_Chl
2013,L,213,NA,187.7322383,NA,2.224846933,8.071180556,8.078194444,94.64111199,94.71920091,5.754027778,6.427395833,20.62621528,20.62361111,1.96046575
2013,L,214,NA,190.7254682,NA,2.207917908,8.007256944,7.987325583,94.69666251,94.50588907,5.730868056,6.437604167,21.16746528,21.204375,2.567840146
2013,L,215,NA,214.8400888,NA,2.243214693,7.946388889,7.976982515,93.68301646,94.05740693,5.737395833,6.436215278,20.96513889,21.04413194,1.913585546
2013,L,216,NA,159.4153326,NA,2.192198056,7.901840278,7.933912173,92.63791355,93.02387875,5.782638889,6.413715278,20.60961806,20.65038194,1.54831063
2013,L,217,NA,174.0555556,NA,2.232018383,7.876666667,7.907637418,91.43100395,91.80811324,5.773055556,6.409444444,19.99680556,20.10215278,3.287014635
2013,L,218,NA,158.9274013,NA,2.180382718,7.848506917,7.879447581,91.51532122,91.88940922,5.733229366,6.398428522,20.27256355,20.29017181,3.329183837
2013,L,219,NA,178.0429912,NA,2.210075446,7.947638889,7.97881363,94.15501855,94.53265166,5.72687442,6.419722222,21.28020833,21.3096875,4.72668499
2013,L,220,NA,146.4646169,NA,2.156584691,7.869270833,7.900701841,92.18743152,92.56877849,5.761742355,6.411944444,20.56319444,20.63996528,2.302875076
2013,L,221,NA,177.9299583,NA,2.207593995,7.872083333,7.902779306,92.02651107,92.39800011,5.743020833,6.418645833,20.42913194,20.53395833,2.217789806
2013,L,222,NA,153.7606826,NA,2.165364813,7.835486111,7.867373756,91.50171932,91.88289164,5.76875,6.407743056,20.36631944,20.36673611,2.063992865
2013,L,223,NA,138.3997501,NA,2.129004425,7.8665625,7.898963443,91.84294617,92.23710711,5.772326389,6.366421345,20.35305556,20.40650298,1.647299098
2013,L,224,NA,150.9490284,NA,2.148441203,8.000071286,8.029719464,93.9413755,94.29939617,5.681791104,6.447986111,20.70833313,20.77541667,1.130410388
2013,L,225,NA,155.1677339,NA,2.173023604,7.920034722,7.951740119,92.07491647,92.45671025,5.803402778,6.455972222,20.08743056,20.17885417,1.670222139
2013,L,226,NA,144.1115338,NA,2.143776988,7.9378125,7.969094673,91.82175558,92.19420245,5.866875,6.459097222,19.78354167,19.92336806,1.979999167
2013,L,227,NA,143.3252553,NA,2.143941005,7.952465278,7.984691071,92.17689131,92.55966656,5.860833333,6.458125,19.90833333,19.85878472,1.795006209
2013,L,228,NA,138.3202004,NA,2.13070238,8.026284722,8.058821099,93.48393113,93.88298758,5.876875,6.474270833,20.20479167,20.24211806,1.385608749
2013,L,229,NA,143.9757181,NA,2.147131595,8.017361111,8.048101549,94.674716,95.04780679,5.8528125,6.466531403,21.0715625,21.03784722,1.015220673
2013,L,230,NA,145.0861008,NA,2.144610333,7.993541667,8.026080658,95.05869295,95.45746782,5.837256944,6.485034722,21.523125,21.53378472,1.603521262
2013,L,231,NA,160.0637367,NA,2.146385773,7.947169179,7.97859687,95.02720985,95.41787304,5.811472801,6.493541667,21.9102599,21.8853125,1.939553502
2013,L,232,NA,138.4953824,NA,2.108032567,7.919479167,7.950716531,95.76681933,96.15811911,5.811944444,6.529409722,22.66170139,22.61381944,1.256630739
2013,L,233,NA,129.6701389,NA,2.105318971,7.809930556,7.840015625,95.565957,95.94791102,5.813055556,6.541597222,23.50815972,23.48302083,1.532224286
2013,L,234,NA,150.0881821,NA,2.133815128,7.6615625,7.691378811,93.48003275,93.85622404,5.814409722,6.487061186,23.29697917,23.32270833,1.437314855
2013,L,235,NA,148.6388889,NA,2.164373424,7.596215278,7.627201914,92.21429684,92.60314218,5.764583333,6.453472222,22.93416667,22.94184028,1.28983755
2013,L,236,NA,161.0416667,NA,2.201309498,7.697881944,7.727953911,93.66739634,94.04631725,5.767604167,6.485381944,23.09944444,23.10944444,1.429731293
2013,L,237,NA,167.28689,NA,2.209102429,7.640833333,7.671043141,93.54621633,93.93533374,5.758125,6.493993056,23.55034722,23.51618056,1.412898083
2013,L,238,NA,182.9139857,NA,2.254536501,7.5621875,7.591827061,94.01522374,94.39454889,5.808576389,6.531493056,24.71976631,24.66680556,2.731633601
2013,L,239,NA,168.9722222,NA,2.21981045,7.515208333,7.544618215,93.90306836,94.28299637,5.837708333,6.533993056,25.10184028,25.13180556,2.289144233
2013,L,240,NA,161.9826389,NA,2.203798717,7.422638889,7.45148803,92.75991582,93.13942973,5.763680556,6.501736111,25.11545139,25.14232639,0.895262507
2013,L,241,NA,172.0099445,NA,2.230394585,7.243611111,7.272326313,90.93386024,91.30476819,5.634965278,6.462916667,25.48375,25.52479167,2.234680467
2013,L,242,NA,175.511152,NA,2.237626762,7.105243056,7.132752747,88.17940671,88.53314641,5.606631944,6.427430556,24.56732639,24.65029263,2.98723412
2013,L,243,NA,172.9618694,NA,2.226801872,7.013125,7.042594563,86.47219895,86.84426461,5.6528125,6.390694444,24.06986111,24.10208333,1.923352255
2013,L,244,NA,184.9489869,NA,2.259104765,7.053993056,7.08055731,86.40472324,86.74469671,5.647326389,6.409583333,23.58142361,23.67895833,2.789372086
2013,L,245,NA,206.343303,NA,2.308390605,6.944141565,6.971754755,82.92987214,83.27010558,5.607901569,6.37305597,21.81688143,21.92450977,NA
2013,L,246,NA,204.5265276,NA,2.295545144,7.025520833,7.052963246,82.86165465,83.19098448,5.630972222,6.365069444,20.988125,21.01322917,NA
2013,L,247,NA,220.901124,NA,2.302914027,7.2109375,7.23992186,85.07223017,85.42509567,5.672673611,6.389791667,21.00760417,21.06229167,NA
2013,L,248,NA,198.9201389,NA,2.287199679,7.2065625,7.236081798,84.63866387,84.99397105,5.690555556,6.391423611,20.72204861,20.77722222,NA
2013,L,249,NA,199.5028102,NA,2.295404122,7.313645833,7.34214465,85.67189242,86.02294014,5.711979167,6.400694444,20.55784722,20.62194444,NA
2013,R,137,1742.663194,971.8631015,3.212803759,2.936722632,10.6505809,11.20879222,111.9800727,117.9249537,6.614618056,7.210868056,14.65659722,14.68982639,NA
2013,R,138,1482.982639,874.5055352,3.1268565,2.791218282,10.42368056,10.81242617,109.9209397,114.2672221,6.662361111,7.176527268,14.80253472,14.90265026,NA
2013,R,139,811.7569444,619.8014185,2.906944269,2.76791701,10.50704861,10.9154936,113.2742423,117.4098938,6.634375,7.260104167,15.92118056,15.79649306,NA
2013,R,140,732.833893,433.0122328,2.862442952,2.619477694,10.02083036,10.43605401,112.5289841,116.6652885,6.508589026,7.114884024,18.10768989,17.88580239,NA
2013,R,141,745.1693015,373.1231529,2.870087266,2.567073436,9.330454898,9.652252073,105.7319374,109.5282667,6.428462705,6.950151482,18.57918974,18.65342588,NA
2013,R,142,724.2951389,365.2361111,2.858649488,2.560804415,9.571145833,9.725146382,104.1762976,106.2014871,6.4584375,6.9484375,16.41364583,16.58517361,NA
2013,R,143,670.6388889,370.834058,2.825815581,2.530829659,10.01954861,10.19139638,104.5122015,106.6895442,6.4590625,6.940069444,14.28107639,14.45381944,NA
2013,R,144,653.6875,314.5202736,2.814545887,2.486696926,10.20586806,10.37472972,106.7701633,108.6123192,6.523958333,6.980451389,14.42517361,14.45694444,6.159116491
2013,R,145,649.0590278,255.0568093,2.811126328,2.397286832,10.05645833,10.20257694,107.3238651,108.9716335,6.453263889,6.935034722,15.39805556,15.43614583,NA
2013,R,146,640.5520833,247.6469657,2.804868075,2.360722849,9.818645833,9.92854916,106.8654175,108.163148,6.405243056,6.884861111,16.40027778,16.44645833,NA
2013,R,147,638.7777778,249.0171478,2.803963346,2.357868256,9.626215278,9.705458882,105.1392911,106.3138183,6.361041667,6.862465278,16.57354167,16.72638889,3.783278354
2013,R,148,635.8298611,239.5173611,2.801781204,2.372070645,9.483854167,9.555563049,103.31671,104.4281018,6.370972222,6.857395833,16.43520833,16.6003125,4.210543146
2013,R,149,636.65625,219.5262828,2.802170447,2.313478355,9.383402778,9.454208882,103.1941121,104.0584191,6.346284722,6.829131944,16.94253472,16.98326389,3.934892148
